POS,1.02,-0.65,0.19,93
POS,0.98,-0.70,0.18,93
POS,1.00,-0.70,0.16,94
POS,0.91,-0.74,0.08,91
POS,0.90,-0.77,0.07,93
POS,0.96,-0.74,0.07,94
POS,0.91,-0.56,-0.16,96
POS,0.75,-0.67,-0.11,92
POS,0.63,-0.73,-0.01,92
POS,0.63,-0.78,0.02,91
POS,0.70,-0.78,0.04,93
POS,0.71,-0.80,-0.01,92
POS,0.74,-0.81,-0.01,93
POS,0.82,-0.75,-0.10,95



POS,0.80,-0.73,-0.23,96
POS,0.78,-0.77,-0.21,92
POS,0.78,-0.79,-0.14,92
POS,0.76,-0.81,-0.05,92
POS,0.78,-0.82,-0.02,93
POS,0.79,-0.83,-0.02,92
POS,0.83,-0.82,0.02,94
POS,0.90,-0.79,0.03,94
POS,0.88,-0.82,-0.00,93
POS,0.85,-0.82,-0.09,93

POS,0.93,-0.75,-0.09,94
POS,0.93,-0.77,-0.01,94
POS,0.97,-0.74,0.06,94
POS,0.98,-0.73,0.14,94
POS,0.95,-0.77,0.07,93
POS,0.94,-0.77,-0.02,93
POS,0.95,-0.76,0.04,94
POS,0.92,-0.73,-0.13,96
POS,0.94,-0.72,-0.01,94
POS,0.94,-0.73,0.02,93
POS,0.98,-0.73,-0.01,94
POS,1.05,-0.66,0.04,95
POS,1.07,-0.65,0.12,95
POS,1.12,-0.57,0.19,96
POS,1.16,-0.50,0.21,95
POS,1.14,-0.55,0.19,94
POS,1.13,-0.57,0.09,94
POS,1.10,-0.60,0.13,94
POS,1.13,-0.59,0.11,94
POS,1.18,-0.50,0.07,96
POS,1.12,-0.53,-0.01,93
POS,1.10,-0.54,0.02,92
POS,1.05,-0.57,0.09,93
POS,1.04,-0.60,0.10,93
POS,1.05,-0.59,0.11,93
POS,1.03,-0.62,0.12,93
POS,0.97,-0.66,0.14,92
POS,0.91,-0.31,0.08,90
POS,0.86,-0.44,0.07,91
POS,0.89,-0.51,0.08,94
POS,0.96,-0.48,0.16,94
POS,1.00,-0.50,0.22,95
POS,1.06,-0.50,0.19,94
POS,1.09,-0.52,0.21,94
POS,1.02,-0.48,-0.03,97
POS,0.97,-0.38,-0.22,96
POS,0.97,-0.44,-0.29,96
POS,1.03,-0.45,-0.23,94
POS,1.07,-0.46,-0.15,94
POS,1.07,-0.29,-0.20,95
POS,1.08,-0.36,-0.09,94
POS,0.99,-0.34,-0.27,96
POS,1.03,-0.12,-0.22,96
POS,1.08,-0.20,-0.21,94
POS,1.08,-0.30,-0.02,95
POS,1.13,-0.28,0.07,96
POS,1.03,-0.43,0.05,92
POS,0.77,-0.52,0.19,94
POS,0.83,-0.55,0.06,94
POS,0.64,-0.65,-0.02,96
POS,0.79,-0.47,-0.08,97
POS,0.85,-0.53,-0.02,94
POS,0.91,-0.55,-0.05,94
