lep
dwm> POS,-0.00,-0.71,0.49,93
POS,0.01,-0.70,0.53,93
POS,0.05,-0.69,0.55,92
POS,0.02,-0.68,0.52,92
POS,-0.02,-0.63,0.57,95
POS,-0.01,-0.66,0.52,92
POS,-0.01,-0.68,0.51,93
POS,0.05,-0.71,0.49,91
POS,0.07,-0.68,0.53,91
POS,0.02,-0.67,0.53,94
POS,0.03,-0.70,0.51,92
POS,0.07,-0.74,0.47,92
POS,0.06,-0.72,0.49,92
POS,0.08,-0.75,0.45,92
POS,0.12,-0.77,0.43,91
POS,0.12,-0.77,0.43,92
POS,0.07,-0.73,0.44,93
POS,0.08,-0.75,0.43,92
POS,0.04,-0.72,0.48,94
POS,0.03,-0.74,0.46,93
POS,0.00,-0.73,0.41,93
POS,-0.01,-0.72,0.42,93
POS,0.05,-0.72,0.45,91
POS,0.01,-0.71,0.44,93
POS,-0.05,-0.64,0.46,94
POS,0.01,-0.66,0.48,91
POS,-0.04,-0.63,0.49,94
POS,-0.04,-0.65,0.48,93
POS,-0.00,-0.66,0.51,92
POS,-0.04,-0.65,0.52,94
POS,0.00,-0.69,0.47,91
POS,0.01,-0.66,0.49,92
POS,-0.04,-0.65,0.46,94
POS,-0.03,-0.66,0.48,92
POS,-0.02,-0.66,0.48,92
POS,0.01,-0.68,0.49,92
POS,0.02,-0.70,0.47,92
POS,0.02,-0.70,0.50,93
POS,0.04,-0.73,0.47,92
POS,0.03,-0.72,0.44,92
POS,0.03,-0.73,0.43,92
POS,0.03,-0.75,0.42,92
POS,0.10,-0.77,0.39,91
POS,0.10,-0.77,0.42,92
POS,0.05,-0.75,0.41,94
POS,0.05,-0.78,0.37,92
POS,0.03,-0.76,0.39,93
POS,0.04,-0.78,0.37,93
POS,0.07,-0.80,0.35,91
POS,0.08,-0.78,0.38,91
POS,0.05,-0.76,0.39,93
POS,0.04,-0.77,0.36,92
POS,0.05,-0.77,0.36,92
POS,0.04,-0.78,0.32,92
POS,0.09,-0.79,0.32,91
POS,0.11,-0.78,0.35,91
POS,0.14,-0.80,0.34,91
POS,0.15,-0.78,0.39,92
